公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
贵阳高登世德金融科技有限公司,高登世德金融科技,50-150人,A轮,武昌区,金融量化分析师（武汉）,1-3年,本科,5k-10k,"周末双休,五险一金,专业培训,出国机会"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,资深移动测试工程师\移动测试专家（偏iOS）,3-5年,本科,15k-30k,"行业发展快,公司发展好,个人空间大,福利待遇好"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,洪山区,中级-算法工程师(图像/视觉),1-3年,本科,10k-20k,"带薪年假,福利多,办公环境好,氛围自由"
百川通联（北京）网络技术有限公司,百川通联,50-150人,A轮,洪山区,初级C/C++,1年以下,本科,6k-12k,"双休,五险一金,年终奖"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,系统运维工程师,3-5年,本科,10k-20k,"知名平台,薪酬待遇佳,发展空间大"
北京深瞐科技有限公司,深瞐科技,50-150人,B轮,江夏区,大数据开发,1-3年,本科,18k-36k,五险一金、通讯/午餐补贴、不定期团建
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,东湖新技术开发区,测试开发工程师,1-3年,本科,15k-25k,"年底多薪,六险一金,平台广阔,发展空间大"
武汉小果科技有限公司,森果,50-150人,天使轮,洪山区,运维/DevOps工程师,1-3年,本科,10k-20k,"技术大牛,团队氛围好,节日福利"
武汉小果科技有限公司,森果,50-150人,天使轮,洪山区,web前端开发,1-3年,本科,7k-14k,"团队靠谱,公司潜力大"
北京优帆科技有限公司,青云,150-500人,D轮及以上,洪山区,前端工程师,不限,本科,10k-20k,"时间弹性,发展机遇,大牛团队,工程师文化"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,洪山区,爬虫方向-项目经理,3-5年,本科,11k-22k,"前沿技术,产品好,福利健全,管理团队"
武汉唯理科技有限公司,唯理科技,15-50人,不需要融资,东湖新技术开发区,CV-图像识别工程师,1-3年,硕士,15k-20k,"技术新,学习氛围好,与高校合作"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,东湖新技术开发区,前端开发工程师,应届毕业生,本科,10k-20k,"年底多薪,六险一金,平台广阔,发展空间大"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,资深数据分析工程师\数据分析专家,5-10年,本科,15k-30k,"行业发展快,公司发展好,个人空间大,福利待遇好"
北京深瞐科技有限公司,深瞐科技,50-150人,B轮,江夏区,自动化测试,1-3年,本科,10k-20k,五险一金、餐话交补、节假日福利
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,竞品分析师,1-3年,本科,6k-12k,"六险一金,水果下午茶"
北京优帆科技有限公司,青云,150-500人,D轮及以上,洪山区,开源项目前端开发工程师,1-3年,本科,9k-18k,"技术大牛,福利多度,同事超赞"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,东湖新技术开发区,Java高级工程师,3-5年,本科,15k-30k,"多薪奖金,三餐福利,六险一金,发展空间大"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,东湖新技术开发区,前端开发工程师（2019校招）,应届毕业生,本科,10k-15k,"年底多薪,六险一金,租房补贴,发展空间大"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,高级\资深CDN测试开发工程师,3-5年,本科,15k-25k,"行业发展快,公司前景好,个人空间大,福利待遇好"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,数据分析（二次元）,不限,不限,5k-10k,"双休,业务发展好,互联网氛围,二次元"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,江夏区,大数据算法工程师,1-3年,硕士,18k-35k,"五险一金,餐补,年终奖,人工智能"
北京深瞐科技有限公司,深瞐科技,50-150人,B轮,江夏区,应用软件开发经理,5-10年,本科,20k-40k,"年终奖金,五险一金,法定节假日,交话餐补"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,洪山区,Java 中级工程师,1-3年,本科,10k-15k,带薪年假+福利多+办公环境好+氛围自由开放
武汉小果科技有限公司,森果,50-150人,天使轮,洪山区,Web测试工程师,不限,本科,6k-10k,"技术大牛,团队氛围好"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,江夏区,搜索爬虫工程师—搜索与推荐,不限,本科,15k-25k,"五险一金,餐补,年终奖,人工智能"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,数据分析师,3-5年,本科,8k-16k,"大平台,发展好"
武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,D轮及以上,洪山区,数据分析师,1-3年,本科,6k-12k,"水果下午茶,六险一金"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,江夏区,NLP工程师 — 小爱同学,1-3年,本科,15k-30k,"五险一金,餐补,年终奖,人工智能"
